temp_mean,temp_std,temp_slope,vib_rms,vib_peak,vib_kurtosis,door_open_ratio,label,temp_mean_norm,temp_std_norm,temp_slope_norm,vib_rms_norm,vib_peak_norm,vib_kurtosis_norm,door_open_ratio_norm,split
3.959950000000001,0.1274441282811151,0.3653993325917636,0.4538737995587825,0.515,1.6986794995290015,0.2333333333333333,0,-0.4963104111773191,0.2566753131402129,1.1323130866129243,0.3247139264232302,2.281246968538865,2.922630969872678,2.7332867447128875,train
4.009,0.1202450276172227,0.3532191323692917,0.4531345642668779,0.508,0.894002107671314,0.2333333333333333,0,0.4849737944624917,0.0370501734001317,1.095795932805697,0.2312032451680871,1.7326851065263178,1.7358738245503784,2.7332867447128875,train
4.054666666666667,0.0967103349642056,0.0796618464961008,0.4557451041975108,0.508,0.5891766169236003,0.1,0,1.3985717297166824,-0.6809298082638638,0.2756506723945695,0.5614274241683663,1.7326851065263178,1.2863100206188716,0.1986868557060452,train
4.108133333333333,0.1312777547373844,0.2758798665183487,0.452885857584447,0.508,-0.0412540152247693,0.0666666666666666,0,2.4682148597515083,0.3736289140798893,0.86392701317937,0.1997427189168271,1.7326851065263178,0.356536095189076,-0.4349631165456655,train
4.094733333333333,0.1424382751307464,-0.2471813125695292,0.4568924016293844,0.4880000000000001,-0.5706641458036659,0.0666666666666666,0,2.2001372174360467,0.714106282768172,-0.7042496323983983,0.7065565402044252,0.1653655007761925,-0.424250418298099,-0.4349631165456655,train
4.016,0.1853076720843833,-1.167644048943277,0.4583311757524974,0.4880000000000001,-0.0738856306764184,0.0666666666666666,0,0.6250143538810112,2.021935932065633,-3.463865952659489,0.8885564391512577,0.1653655007761925,0.3084102211524621,-0.4349631165456655,train
3.955200000000001,0.1263620196103244,-0.0284048943270345,0.4651203428504642,0.4880000000000001,-0.825641157804613,0.0666666666666666,0,-0.591337933639891,0.2236630968743201,-0.0483415218226862,1.7473623530980618,0.1653655007761925,-0.8002965132262512,-0.4349631165456655,train
3.946199999999999,0.113092705335048,0.4711635150166803,0.4532532772450005,0.484,0.2949081376515368,0.1,0,-0.7713900814637437,-0.1811478841110384,1.4494020380556691,0.2462200220720555,-0.1480984203738429,0.8523159455361566,0.1986868557060452,train
3.988933333333333,0.0894393400889986,-0.0604404894327105,0.4477594592337869,0.484,-0.9122394931325788,0.1333333333333333,0,0.0835241907960413,-0.9027482464371342,-0.1443866386855196,-0.4487287588455127,-0.1480984203738429,-0.9280137751543156,0.8323368279577557,train
3.9822000000000006,0.1241185991971657,-0.0846540600667468,0.4338632657109073,0.4639999999999999,-1.2612614500227424,0.1333333333333333,0,-0.0511814901684307,0.1552223923003494,-0.2169807395143328,-2.2065486808757604,-1.7154180261239769,-1.4427595669523632,0.8323368279577557,train
3.9848666666666666,0.127405581597598,0.0456240266963289,0.4371379644917609,0.4720000000000001,-1.193657333147076,0.0666666666666666,0,0.0021672943719453,0.2554993578161815,0.1736027357278357,-1.792310728147558,-1.0884901838239147,-1.3430554251842173,-0.4349631165456655,train
4.011666666666666,0.1284710948899488,0.1093748609566112,0.4389125957029106,0.4720000000000001,-0.816331829352487,0.0666666666666666,0,0.538322579002859,0.2880052938563805,0.364732518284835,-1.567826081177181,-1.0884901838239147,-0.7865668966488457,-0.4349631165456655,train
4.025333333333333,0.0952811045742485,0.1003781979977707,0.4479748504845631,0.4720000000000001,-1.4089509115554526,0.0333333333333333,0,0.8117350997723765,-0.7245317717270883,0.3377598479658666,-0.4214825182817271,-1.0884901838239147,-1.660575458807002,-1.0686130887973762,train
4.040733333333333,0.0887971220754866,-0.0393770856507278,0.4532638672267329,0.4720000000000001,-0.9776263278248134,0.0333333333333333,0,1.1198243304931264,-0.9223405854731178,-0.0812369743482045,0.2475596177557542,-1.0884901838239147,-1.024447817002904,-1.0686130887973762,train
