temp_mean,temp_std,temp_slope,vib_rms,vib_peak,vib_kurtosis,door_open_ratio,label,temp_mean_norm,temp_std_norm,temp_slope_norm,vib_rms_norm,vib_peak_norm,vib_kurtosis_norm,door_open_ratio_norm
17.27485242428837,0.05082996983407849,0.25072525027806924,1.1843436614147655,1.276,-0.9677113583855363,0.1,2,265.87888731745574,-2.080615973727481,0.7885115870426691,92.7265989101786,61.91775796733141,-1.009824986851619,0.19868685570604525
17.337935757621704,0.08312518003322185,0.5461535038931856,1.1757563806616858,1.276,-0.7851496093627599,0.13333333333333333,2,267.1409195017394,-1.095376235589522,1.6742276491119907,91.6403379021567,61.91775796733141,-0.7405786251324947,0.8323368279577557
17.42393575762171,0.09060645059204556,0.5645739710789625,1.185316441574429,1.274,-1.0156542751147628,0.16666666666666666,2,268.8614178031671,-0.8671428535844651,1.7294535913081592,92.84965220111016,61.7610260067564,-1.0805323281684283,1.4659868002094663
17.516735757621703,0.07993953270371827,0.4856596218019792,1.168275310019004,1.264,-1.0770261566479313,0.13333333333333333,2,270.7179555051726,-1.192561741469996,1.4928624534360426,90.69400860757902,60.97736620388133,-1.1710450226573552,0.8323368279577557
17.596269090955037,0.07143758736749797,0.42273637374857925,1.1841333821266367,1.32,-0.030334270617322634,0.16666666666666666,2,272.30908300408976,-1.4519331573879861,1.304213836397957,92.69999931502653,65.36586109998171,0.37264079139293543,1.4659868002094663
17.678002424288373,0.07436083198387015,0.4519421579532635,1.2058533354710543,1.342,-0.4212106795028401,0.1,2,273.9442232502528,-1.3627528503830755,1.3917749679379354,95.44749751527276,67.08991266630686,-0.2038329307181091,0.19868685570604525
17.741802424288373,0.06503660507744832,0.3725205784204381,1.2320976151804424,1.342,-0.5623674228241802,0.1,2,275.22059292038165,-1.647209858681651,1.153663115715484,98.7673071909613,67.08991266630686,-0.4120142160904872,0.19868685570604525
17.810402424288373,0.06968529256593542,0.39347719688540383,1.2421569949084537,1.3800000000000001,0.061047387768789374,0.06666666666666667,2,276.5929904026832,-1.5053909444959268,1.2164926296632619,100.0397835752353,70.06781991723211,0.5074126106816021,-0.4349631165456655
17.885069090955035,0.08802042692213878,0.5705806451612729,1.2026783997949466,1.3800000000000001,1.5031744154900508,0.03333333333333333,2,278.08675636981405,-0.9460354592571508,1.747462050719929,95.04587924668446,70.06781991723211,2.634295473215534,-1.0686130887973762
17.96960242428837,0.08215456976537186,0.5196974416017591,1.184024605600182,1.3800000000000001,1.9179553573854609,0.1,2,279.77791283974454,-1.1249869363787028,1.5949103901028003,92.6862394645368,70.06781991723211,3.246024162897608,0.19868685570604525
