2026-08-08 21:59:27,truck_001,290,3.88,0.44,CLOSE,none
2026-08-08 21:59:28,truck_001,291,3.72,0.47,CLOSE,none
2026-08-08 21:59:29,truck_001,292,3.73,0.47,CLOSE,none
2026-08-08 21:59:30,truck_001,293,4.27,0.46,CLOSE,none
2026-08-08 21:59:31,truck_001,294,4.05,0.52,CLOSE,none
2026-08-08 21:59:32,truck_001,295,3.95,0.36,CLOSE,none
2026-08-08 21:59:33,truck_001,296,4.02,0.55,OPEN,none
2026-08-08 21:59:34,truck_001,297,3.97,0.46,CLOSE,none
2026-08-08 21:59:35,truck_001,298,4.05,0.5,CLOSE,none
2026-08-08 21:59:36,truck_001,299,3.99,0.43,CLOSE,none
2026-08-08 21:59:37,truck_001,300,4.29,0.37,CLOSE,none
2026-08-08 22:01:11,truck_001,1,3.88,0.39,CLOSE,none
2026-08-08 22:01:12,truck_001,2,4.32,0.39,CLOSE,none
2026-08-08 22:01:13,truck_001,3,4.52,0.46,CLOSE,none
2026-08-08 22:01:14,truck_001,4,4.17,0.43,CLOSE,none
2026-08-08 22:01:15,truck_001,5,3.71,0.54,CLOSE,none
2026-08-08 22:01:16,truck_001,6,4.22,0.44,CLOSE,none
2026-08-08 22:01:17,truck_001,7,3.93,0.45,CLOSE,none
2026-08-08 22:01:18,truck_001,8,3.82,0.46,CLOSE,none
2026-08-08 22:01:19,truck_001,9,3.81,0.5,CLOSE,none
2026-08-08 22:01:20,truck_001,10,4.38,0.36,CLOSE,none
2026-08-08 22:01:21,truck_001,11,4.14,0.49,CLOSE,none
2026-08-08 22:01:22,truck_001,12,4.14,0.6,CLOSE,none
2026-08-08 22:01:23,truck_001,13,4.02,0.45,CLOSE,none
2026-08-08 22:01:24,truck_001,14,3.61,0.44,CLOSE,none
2026-08-08 22:01:25,truck_001,15,3.97,0.53,OPEN,none
2026-08-08 22:01:26,truck_001,16,4.35,0.48,CLOSE,none
2026-08-08 22:01:27,truck_001,17,4.25,0.51,CLOSE,none
2026-08-08 22:01:28,truck_001,18,3.66,0.46,CLOSE,none
2026-08-08 22:01:29,truck_001,19,4.01,0.42,CLOSE,none
2026-08-08 22:01:30,truck_001,20,4.04,0.46,CLOSE,none
2026-08-08 22:01:31,truck_001,21,3.96,0.49,CLOSE,none
2026-08-08 22:01:32,truck_001,22,4.06,0.44,CLOSE,none
2026-08-08 22:01:33,truck_001,23,3.83,0.49,CLOSE,none
2026-08-08 22:01:34,truck_001,24,3.58,0.48,CLOSE,none
2026-08-08 22:01:35,truck_001,25,4.46,0.4,CLOSE,none
2026-08-08 22:01:36,truck_001,26,4.15,0.5,CLOSE,none
2026-08-08 22:01:37,truck_001,27,3.39,0.51,CLOSE,none
2026-08-08 22:01:38,truck_001,28,3.89,0.39,CLOSE,none
2026-08-08 22:01:39,truck_001,29,3.64,0.49,OPEN,none
2026-08-08 22:01:40,truck_001,30,3.61,0.5,CLOSE,none
2026-08-08 22:01:41,truck_001,31,3.84,0.54,CLOSE,none
2026-08-08 22:01:42,truck_001,32,4.35,0.5,CLOSE,none
2026-08-08 22:01:43,truck_001,33,3.82,0.54,CLOSE,none
2026-08-08 22:01:44,truck_001,34,3.77,0.43,CLOSE,none
2026-08-08 22:01:45,truck_001,35,3.69,0.43,CLOSE,none
2026-08-08 22:01:46,truck_001,36,4.4,0.46,CLOSE,none
2026-08-08 22:01:47,truck_001,37,4.32,0.48,CLOSE,none
2026-08-08 22:01:48,truck_001,38,4.0,0.4,CLOSE,none
2026-08-08 22:01:49,truck_001,39,3.82,0.47,CLOSE,none
2026-08-08 22:01:50,truck_001,40,3.5,0.48,CLOSE,none
2026-08-08 22:01:51,truck_001,41,3.74,0.5,CLOSE,none
2026-08-08 22:01:52,truck_001,42,3.94,0.47,CLOSE,none
2026-08-08 22:01:53,truck_001,43,3.75,0.41,CLOSE,none
2026-08-08 22:01:54,truck_001,44,3.89,0.42,CLOSE,none
2026-08-08 22:01:55,truck_001,45,3.89,0.36,CLOSE,none
2026-08-08 22:01:56,truck_001,46,4.15,0.36,CLOSE,none
2026-08-08 22:01:57,truck_001,47,4.0,0.49,CLOSE,none
2026-08-08 22:01:58,truck_001,48,3.87,0.44,CLOSE,none
2026-08-08 22:01:59,truck_001,49,3.89,0.45,CLOSE,none
2026-08-08 22:02:00,truck_001,50,3.74,0.46,CLOSE,none
2026-08-08 22:02:01,truck_001,51,4.12,0.37,CLOSE,none
2026-08-08 22:02:02,truck_001,52,3.71,0.46,CLOSE,none
2026-08-08 22:02:03,truck_001,53,3.59,0.5,CLOSE,none
2026-08-08 22:02:04,truck_001,54,4.51,0.55,CLOSE,none
2026-08-08 22:02:05,truck_001,55,4.01,0.42,CLOSE,none
2026-08-08 22:02:06,truck_001,56,4.29,0.44,CLOSE,none
2026-08-08 22:02:07,truck_001,57,3.85,0.36,CLOSE,none
2026-08-08 22:02:08,truck_001,58,3.69,0.5,CLOSE,none
2026-08-08 22:02:09,truck_001,59,4.04,0.4,CLOSE,none
2026-08-08 22:02:10,truck_001,60,3.91,0.45,CLOSE,none
2026-08-08 22:02:11,truck_001,61,3.87,0.46,CLOSE,none
2026-08-08 22:02:12,truck_001,62,4.2,0.41,CLOSE,none
2026-08-08 22:02:13,truck_001,63,3.79,0.43,CLOSE,none
2026-08-08 22:02:14,truck_001,64,3.96,0.49,OPEN,none
2026-08-08 22:02:15,truck_001,65,3.68,0.57,CLOSE,none
2026-08-08 22:02:16,truck_001,66,3.85,0.47,CLOSE,none
2026-08-08 22:02:17,truck_001,67,3.88,0.45,CLOSE,none
2026-08-08 22:02:18,truck_001,68,4.03,0.38,CLOSE,none
2026-08-08 22:02:19,truck_001,69,3.58,0.5,OPEN,none
2026-08-08 22:02:20,truck_001,70,4.39,0.48,CLOSE,none
2026-08-08 22:02:21,truck_001,71,4.3,0.46,CLOSE,none
2026-08-08 22:02:22,truck_001,72,3.98,0.52,CLOSE,none
2026-08-08 22:02:23,truck_001,73,4.2,0.5,CLOSE,none
2026-08-08 22:02:24,truck_001,74,3.71,0.47,CLOSE,none
2026-08-08 22:02:25,truck_001,75,4.55,0.5,CLOSE,none
2026-08-08 22:02:26,truck_001,76,4.24,0.46,CLOSE,none
2026-08-08 22:02:27,truck_001,77,3.53,0.49,CLOSE,none
2026-08-08 22:02:28,truck_001,78,3.42,0.45,CLOSE,none
2026-08-08 22:02:29,truck_001,79,4.08,0.38,CLOSE,none
2026-08-08 22:02:30,truck_001,80,3.93,0.49,CLOSE,none
2026-08-08 22:02:31,truck_001,81,3.8,0.4,CLOSE,none
2026-08-08 22:02:32,truck_001,82,3.55,0.4,CLOSE,none
2026-08-08 22:02:33,truck_001,83,4.62,0.53,CLOSE,none
2026-08-08 22:02:34,truck_001,84,3.8,0.48,CLOSE,none
2026-08-08 22:02:35,truck_001,85,3.8,0.41,CLOSE,none
2026-08-08 22:02:36,truck_001,86,4.01,0.52,CLOSE,none
2026-08-08 22:02:37,truck_001,87,3.83,0.37,CLOSE,none
2026-08-08 22:02:38,truck_001,88,3.85,0.37,CLOSE,none
2026-08-08 22:02:39,truck_001,89,3.89,0.44,CLOSE,none
2026-08-08 22:02:40,truck_001,90,3.86,0.51,CLOSE,none
2026-08-08 22:02:41,truck_001,91,4.02,0.49,CLOSE,none
2026-08-08 22:02:42,truck_001,92,4.26,0.49,CLOSE,none
2026-08-08 22:02:43,truck_001,93,3.84,0.47,CLOSE,none
2026-08-08 22:02:44,truck_001,94,4.17,0.48,CLOSE,none
2026-08-08 22:02:45,truck_001,95,3.69,0.42,CLOSE,none
2026-08-08 22:02:46,truck_001,96,3.7,0.47,CLOSE,none
2026-08-08 22:02:47,truck_001,97,3.69,0.44,CLOSE,none
